站号,站名,省份,经度,纬度,测站海拔
53947,王益,陕西,109.07,35.08,978.9
53948,蒲城,陕西,109.58,34.95,387.2
53949,澄城,陕西,109.92,35.18,679.1
53950,合阳,陕西,110.15,35.23,708.8
53953,乡宁,山西,110.85,35.97,1290.0
53954,稷山,山西,110.97,35.62,433.5
53955,韩城,陕西,110.47,35.52,461.6
53956,万荣,山西,110.83,35.4,588.4
53957,河津,山西,110.72,35.62,459.2
53958,临猗,山西,110.78,35.13,435.6
53959,运城,山西,111.05,35.05,375.0
53961,曲沃,山西,111.48,35.65,472.6
53962,翼城,山西,111.7,35.73,584.5
53963,侯马,山西,111.37,35.65,433.8
53964,新绛,山西,111.22,35.62,430.8
53965,绛县,山西,111.57,35.52,761.0
53966,浮山,山西,111.83,35.98,817.2
53967,闻喜,山西,111.2,35.33,468.3
53968,垣曲,山西,111.67,35.28,505.0
53970,沁水,山西,112.2,35.7,887.3
53972,沁阳,河南,112.92,35.12,117.5
53973,高平,山西,112.95,35.77,837.3
53974,淇县,河南,114.18,35.62,70.4
53975,阳城,山西,112.4,35.48,659.5
53976,晋城,山西,112.87,35.5,752.6
53978,济源,河南,112.63,35.08,140.1
53979,博爱,河南,113.08,35.15,120.0
53980,肥乡,河北,114.8,36.55,50.2
53981,陵川,山西,113.27,35.78,1311.6
53982,焦作,河南,113.27,35.23,112.0
53983,封丘,河南,114.42,35.03,69.6
53984,修武,河南,113.47,35.23,82.7
53985,辉县,河南,113.82,35.45,140.7
53986,新乡,河南,113.88,35.32,73.2
53987,武陟,河南,113.42,35.1,94.5
53988,获嘉,河南,113.72,35.27,77.4
53989,原阳,河南,113.95,35.05,75.9
53991,汤阴,河南,114.35,35.93,93.0
53992,浚县,河南,114.52,35.65,58.2
53993,内黄,河南,114.92,35.93,51.6
53994,卫辉,河南,114.07,35.38,70.0
53995,滑县,河南,114.5,35.55,62.1
53996,成安,河北,114.65,36.45,57.9
53997,延津,河南,114.18,35.15,71.1
53998,长垣,河南,114.65,35.2,61.6
54012,西乌珠穆沁旗,内蒙古,117.6,44.58,1001.7
54024,富河,内蒙古,119.3,44.45,710.0
54026,扎鲁特旗,内蒙古,120.9,44.57,265.0
54027,巴林左旗,内蒙古,119.4,43.98,587.8
54031,高力板,内蒙古,121.82,44.9,198.3
54039,舍伯吐,内蒙古,122.02,44.03,181.6
54041,通榆,吉林,123.07,44.8,150.0
54047,科尔沁左翼中旗,内蒙古,123.28,44.13,145.8
54049,长岭,吉林,123.97,44.25,188.9
54063,扶余,吉林,126.0,44.97,196.8
54064,农安,吉林,125.15,44.38,170.2
54065,德惠,吉林,125.65,44.53,169.1
54069,九台,吉林,125.8,44.17,173.6
54072,榆树,吉林,126.52,44.85,196.5
54076,舒兰,吉林,126.93,44.38,268.1
54080,五常,黑龙江,127.15,44.9,194.6
54084,龙凤山,黑龙江,127.6,44.73,331.0
54092,海林,黑龙江,129.4,44.6,292.1
54093,穆棱,黑龙江,130.55,44.93,266.3
54094,牡丹江,黑龙江,129.6,44.57,305.7
54096,绥芬河,黑龙江,131.17,44.38,567.8
54098,宁安,黑龙江,129.47,44.33,267.9
54099,东宁,黑龙江,131.13,44.08,148.6
54102,锡林浩特,内蒙古,116.12,43.95,1003.0
54113,巴林右旗,内蒙古,118.63,43.53,688.8
54115,林西,内蒙古,118.07,43.6,825.0
54117,克什克腾旗,内蒙古,117.53,43.25,1003.3
54122,阿鲁科尔沁旗,内蒙古,120.05,43.88,428.9
54132,青龙山,内蒙古,121.07,42.4,400.0
54134,开鲁,内蒙古,121.28,43.6,241.0
54135,通辽,内蒙古,122.27,43.6,178.7
54142,双辽,吉林,123.53,43.5,114.9
54154,梨树,吉林,124.3,43.35,160.2
54155,孤家子,吉林,124.23,43.67,144.2
54156,公主岭,吉林,124.8,43.52,200.4
54157,四平,吉林,124.33,43.17,179.5
54161,长春,吉林,125.22,43.9,236.8
54164,伊通,吉林,125.28,43.35,248.1
54165,双阳,吉林,125.63,43.55,219.5
54169,烟筒山,吉林,126.02,43.3,271.6
54171,永吉,吉林,126.52,43.7,229.5
54172,吉林,吉林,126.6,43.78,290.3
54175,北大湖,吉林,126.62,43.42,537.0
54181,蛟河,吉林,127.33,43.7,295.0
54186,敦化,吉林,128.2,43.37,524.9
54187,安图,吉林,128.92,43.12,366.6
54192,罗子沟,吉林,130.27,43.7,384.6
54195,汪清,吉林,129.78,43.3,244.8
54204,正镶白旗,内蒙古,115.03,42.28,1366.5
54205,正兰旗,内蒙古,116.0,42.23,1315.5
54208,多伦县,内蒙古,116.47,42.18,1245.4
54213,翁牛特旗,内蒙古,119.02,42.93,634.3
54214,岗子,内蒙古,118.42,42.58,960.0
54218,赤峰,内蒙古,118.83,42.3,668.6
54223,奈曼旗,内蒙古,120.65,42.85,362.9
54225,敖汉旗,内蒙古,119.92,42.28,579.4
54226,宝国图,内蒙古,120.7,42.33,400.5
54231,科尔沁左翼后旗,内蒙古,122.35,42.97,256.9
54234,库伦旗,内蒙古,121.75,42.73,297.8
54236,彰武,辽宁,122.55,42.38,79.4
54237,阜新,辽宁,121.75,42.07,167.8
54243,昌图,辽宁,124.12,42.78,165.1
54244,康平,辽宁,123.33,42.75,87.0
54245,法库,辽宁,123.4,42.5,97.8
54248,新城子,辽宁,123.53,42.03,61.6
54249,铁岭,辽宁,123.87,42.3,85.4
54252,西丰,辽宁,124.75,42.73,196.1
54254,开原,辽宁,124.05,42.53,98.2
54259,清原,辽宁,124.92,42.1,224.0
54260,辽源,吉林,125.08,42.92,252.9
54261,东丰,吉林,125.52,42.68,345.3
54263,磐石,吉林,126.05,42.97,351.2
54266,梅河口,吉林,125.63,42.53,340.5
54267,柳河,吉林,125.73,42.25,362.3
54273,桦甸,吉林,126.75,42.98,263.3
54274,辉南,吉林,126.07,42.68,306.7
54276,靖宇,吉林,126.82,42.35,570.0
54279,江源,吉林,126.58,42.05,544.4
54284,东岗,吉林,127.5,42.15,774.2
54285,二道,吉林,128.12,42.42,731.7
54286,和龙,吉林,129.0,42.53,475.6
54287,天池,吉林,128.08,42.02,2623.0
54290,龙井,吉林,129.4,42.77,241.1
54291,珲春,吉林,130.35,42.78,43.4
54292,延吉,吉林,129.5,42.87,257.3
54293,图们,吉林,129.83,42.95,142.8
54301,沽源,河北,115.67,41.67,1411.2
54304,崇礼,河北,115.28,40.97,1239.8
54305,太仆寺旗,内蒙古,115.27,41.88,1468.9
54308,丰宁,河北,116.63,41.2,735.1
54311,围场,河北,117.77,41.97,892.7
54313,喀喇沁旗,内蒙古,118.7,41.93,733.7
54316,八里罕,内蒙古,118.75,41.52,679.3
54318,隆化,河北,117.73,41.35,599.9
54319,平泉,河北,118.67,41.02,546.5
54320,宁城,内蒙古,119.3,41.6,544.2
54321,建平镇,辽宁,119.63,41.87,661.8
54323,北票,辽宁,120.78,41.82,253.8
54324,朝阳,辽宁,120.43,41.55,174.3
54325,羊山,辽宁,120.35,41.18,183.8
54326,建平,辽宁,119.7,41.38,462.2
54327,凌源,辽宁,119.35,41.23,417.1
54328,喀左,辽宁,119.72,41.08,341.0
54330,凌海,辽宁,121.37,41.17,45.2
54331,北镇,辽宁,121.77,41.58,113.6
54332,辽中,辽宁,122.72,41.52,12.2
54333,新民,辽宁,122.85,41.97,30.9
54334,义县,辽宁,121.23,41.52,74.2
54335,黑山,辽宁,122.08,41.68,37.5
54336,台安,辽宁,122.42,41.42,8.3
54337,锦州,辽宁,121.12,41.13,65.9
54338,盘山,辽宁,121.95,41.28,4.8
54339,鞍山,辽宁,123.0,41.08,77.3
54340,苏家屯,辽宁,123.32,41.67,35.8
54342,沈阳,辽宁,123.52,41.73,49.0
54345,辽阳县,辽宁,123.07,41.2,30.7
54346,本溪,辽宁,123.78,41.32,185.4
54347,辽阳,辽宁,123.17,41.23,24.8
54348,灯塔,辽宁,123.33,41.42,45.0
54349,本溪县,辽宁,124.12,41.3,258.9
54351,抚顺,辽宁,124.08,41.92,118.5
54353,新宾,辽宁,125.05,41.73,328.4
54362,通化县,吉林,125.73,41.67,380.1
54363,通化,吉林,125.9,41.68,402.9
54365,桓仁,辽宁,125.35,41.28,245.5
54371,白山,吉林,126.43,41.93,520.6
54374,临江,吉林,126.88,41.8,379.7
54377,集安,吉林,126.15,41.1,225.1
54386,长白,吉林,128.18,41.42,775.0
54398,顺义,北京,116.62,40.13,28.6
54399,海淀,北京,116.28,39.98,45.8
54401,张家口,河北,114.88,40.78,772.8
54404,赤城,河北,115.83,40.88,867.6
54405,怀来,河北,115.5,40.42,570.9
54406,延庆,北京,115.97,40.45,487.9
54408,涿鹿,河北,115.22,40.38,529.6
54410,佛爷顶,北京,116.13,40.6,1224.7
54412,汤河口,北京,116.63,40.73,331.6
54416,密云,北京,116.87,40.38,71.8
54419,怀柔,北京,116.63,40.37,75.7
54420,滦平,河北,117.33,40.93,529.0
54421,密云上甸子,北京,117.12,40.65,293.3
54423,承德,河北,117.92,40.97,422.3
54424,平谷,北京,117.12,40.17,32.1
54425,兴隆,河北,117.47,40.4,633.2
54428,蓟州,天津,117.4,40.03,32.0
54429,遵化,河北,117.95,40.2,54.9
54430,承德县,河北,118.15,40.77,330.0
54431,通州,北京,116.63,39.92,19.8
54432,宽城,河北,118.48,40.6,369.3
54433,朝阳,北京,116.5,39.95,35.3
54434,迁西,河北,118.3,40.17,131.6
54436,青龙,河北,118.95,40.42,254.3
54437,滦南,河北,118.65,39.5,18.3
54438,卢龙,河北,118.88,39.88,65.0
54439,迁安,河北,118.72,40.02,50.9
54449,秦皇岛,河北,119.52,39.85,2.4
54452,建昌,辽宁,119.82,40.8,367.0
54453,葫芦岛,辽宁,120.88,40.78,38.9
54454,绥中,辽宁,120.3,40.33,29.0
54455,兴城,辽宁,120.65,40.62,20.5
54456,菊花岛,辽宁,120.8,40.5,39.0
54458,叼龙嘴,辽宁,120.44,40.2,4.0
54470,盘锦,辽宁,122.07,41.02,5.5
54471,营口,辽宁,122.17,40.65,3.8
54472,海城,辽宁,122.72,40.88,25.3
54474,盖州,辽宁,122.35,40.42,24.8
54475,大石桥,辽宁,122.48,40.62,11.5
54476,鲅鱼圈,辽宁,122.15,40.17,20.4
54483,草河口,辽宁,123.9,40.88,233.6
54486,岫岩,辽宁,123.28,40.28,97.7
54493,宽甸,辽宁,124.78,40.72,260.1
54494,凤城,辽宁,124.07,40.47,72.6
54497,丹东,辽宁,124.33,40.05,13.8
54499,昌平,北京,116.22,40.22,76.2
54501,斋堂,北京,115.68,39.97,440.3
54502,涿州,河北,116.03,39.48,29.3
54503,容城,河北,115.82,39.07,12.8
54505,门头沟,北京,116.12,39.92,85.5
54506,高碑店,河北,115.95,39.32,24.6
54507,易县,河北,115.5,39.35,49.3
54510,大厂,河北,116.98,39.9,18.3
54511,北京,北京,116.47,39.8,31.3
54512,固安,河北,116.28,39.42,21.4
54513,石景山,北京,116.2,39.95,63.0
54514,丰台,北京,116.25,39.87,55.2
54515,廊坊,河北,116.7,39.5,13.7
54517,天津,天津,117.2,39.07,2.0
54518,霸州,河北,116.38,39.12,8.9
54519,永清,河北,116.48,39.3,12.2
54520,三河,河北,117.08,39.97,18.1
54521,香河,河北,116.98,39.77,9.4
54522,玉田,河北,117.73,39.88,17.8
54523,武清,天津,117.02,39.38,8.2
54525,宝坻,天津,117.28,39.73,5.1
54526,东丽,天津,117.33,39.08,1.9
54527,西青,天津,117.05,39.08,3.5
54528,北辰,天津,117.13,39.23,3.4
54529,宁河,天津,117.85,39.38,3.1
54530,汉沽,天津,117.77,39.23,1.3
54531,滦州,河北,118.72,39.73,43.0
54532,丰润,河北,118.1,39.8,31.6
54533,丰南,河北,118.1,39.58,8.9
54534,唐山,河北,118.1,39.65,23.2
54535,曹妃甸,河北,118.47,39.28,3.2
54538,曹妃甸工业区,河北,118.75,39.18,2.0
54539,乐亭,河北,118.88,39.43,8.5
54540,昌黎,河北,119.2,39.73,17.6
54541,抚宁,河北,119.23,39.9,24.3
54563,瓦房店,辽宁,122.02,39.63,118.7
54565,长兴岛,辽宁,121.47,39.6,70.6
54568,金州,辽宁,121.7,39.08,90.8
54569,普兰店,辽宁,121.97,39.4,11.7
54575,皮口,辽宁,122.37,39.42,43.2
54578,獐子岛,辽宁,122.71,39.04,57.3
54579,长海,辽宁,122.58,39.27,35.5
54584,庄河,辽宁,122.95,39.72,34.8
54590,东港,辽宁,124.17,39.88,3.9
54594,大兴,北京,116.35,39.72,37.5
54596,房山,北京,116.13,39.68,48.9
54597,霞云岭,北京,115.73,39.73,407.7
54601,徐水,河北,115.65,38.98,13.1
54602,保定,河北,115.48,38.73,16.8
54603,高阳,河北,115.77,38.72,10.0
54604,安国,河北,115.33,38.42,31.0
54605,安新,河北,115.93,38.93,4.4
54606,饶阳,河北,115.73,38.23,17.9
54607,望都,河北,115.12,38.72,47.8
54608,深州,河北,115.55,38.0,26.1
54609,安平,河北,115.5,38.25,22.4
54610,任丘,河北,116.1,38.73,8.1
54611,满城,河北,115.32,38.93,44.8
54612,文安,河北,116.45,38.87,4.3
54613,大城,河北,116.62,38.7,6.9
54614,河间,河北,116.08,38.45,10.9
54615,青县,河北,116.85,38.58,8.0
54616,沧州,河北,116.85,38.35,8.0
54617,献县,河北,116.12,38.18,13.3
54618,泊头,河北,116.55,38.08,13.2
54619,静海,天津,116.92,38.92,5.5
54620,蠡县,河北,115.57,38.48,18.5
54621,深泽,河北,115.18,38.18,38.1
54622,津南,天津,117.37,38.98,3.7
54623,滨海新区,天津,117.72,39.05,4.8
54624,黄骅,河北,117.35,38.37,4.5
54626,肃宁,河北,115.82,38.42,13.9
54627,盐山,河北,117.23,38.03,8.2
54628,海兴,河北,117.42,38.08,5.0
54631,广宗,河北,115.15,37.07,32.4
54632,平乡,河北,115.03,37.07,34.0
54633,新河,河北,115.23,37.52,26.1
54636,雄县,河北,116.1,39.02,10.3
54640,鸡泽,河北,114.87,36.92,36.6
54644,孟村,河北,117.12,38.05,10.5
54645,大港,天津,117.47,38.85,2.2
54646,平台,天津,118.42,38.45,30.3
54660,旅顺,辽宁,121.23,38.82,66.7
54661,老铁山,辽宁,121.14,38.91,0.0
54662,大连,辽宁,121.63,38.9,91.5
54700,武强,河北,115.93,38.03,16.2
54701,辛集,河北,115.2,37.93,35.9
54702,衡水,河北,115.7,37.73,20.7
54703,武邑,河北,115.88,37.8,21.3
54704,冀州,河北,115.57,37.52,24.8
54705,南宫,河北,115.38,37.37,27.4
54706,清河,河北,115.67,37.08,31.5
54707,故城,河北,115.98,37.35,27.4
54708,枣强,河北,115.73,37.5,23.6
54709,武城,山东,116.07,37.22,24.8
54710,阜城,河北,116.17,37.87,18.6
54711,景县,河北,116.28,37.7,18.3
54712,临邑,山东,116.82,37.2,18.5
54713,东光,河北,116.53,37.88,14.4
54714,德州,山东,116.33,37.45,23.6
54715,陵城,山东,116.57,37.32,17.6
54716,宁津,山东,116.8,37.67,17.3
54717,吴桥,河北,116.4,37.63,17.1
54718,平原,山东,116.43,37.15,22.9
54719,南皮,河北,116.68,38.03,10.8
54722,无棣,山东,117.63,37.75,6.8
54723,阳信,山东,117.57,37.65,10.1
54724,商河,山东,117.13,37.32,14.8
54725,惠民,山东,117.53,37.5,11.7
54726,乐陵,山东,117.18,37.7,11.5
54727,章丘,山东,117.55,36.68,263.0
54728,庆云,山东,117.38,37.77,10.5
54729,高青,山东,117.87,37.17,11.5
54730,沾化,山东,118.13,37.7,6.3
54731,利津,山东,118.22,37.48,11.9
54732,河口,山东,118.52,37.87,5.6
54733,刁口渔港,山东,118.62,38.03,1.1
54734,滨州,山东,118.0,37.35,12.2
54736,东营,山东,118.67,37.43,6.0
54737,博兴,山东,118.15,37.15,9.4
54738,广饶,山东,118.4,37.05,14.2
54744,垦利,山东,118.55,37.58,8.5
54749,莱州,山东,119.95,37.18,48.4
54751,长岛,山东,120.73,37.93,39.7
54752,蓬莱,山东,120.77,37.8,60.7
54753,龙口,山东,120.33,37.63,4.8
54755,招远,山东,120.38,37.37,117.8
54759,栖霞,山东,120.83,37.3,205.5
54761,芝罘岛,山东,121.48,37.57,7.0
54764,福山,山东,121.23,37.48,53.9
54765,烟台,山东,121.43,37.48,82.0
54766,牟平,山东,121.62,37.38,39.1
54774,威海,山东,122.13,37.47,65.4
54776,成山头,山东,122.7,37.4,47.7
54777,文登,山东,122.07,37.2,118.0
54778,荣成,山东,122.48,37.17,61.7
54800,威县,河北,115.25,37.0,33.3
54801,临西,河北,115.48,36.85,35.3
54802,临清,山东,115.73,36.82,34.0
54803,夏津,山东,116.02,36.98,27.9
54804,大名,河北,115.13,36.3,45.3
54805,冠县,山东,115.45,36.48,39.3
54806,聊城,山东,115.97,36.42,33.0
54807,阳谷,山东,115.8,36.13,41.2
54808,莘县,山东,115.63,36.23,37.8
54809,馆陶,河北,115.28,36.55,41.3
54810,高唐,山东,116.27,36.87,27.1
54811,禹城,山东,116.62,36.93,20.6
54812,齐河,山东,116.75,36.78,24.7
54814,茌平,山东,116.25,36.53,29.7
54815,东阿,山东,116.27,36.38,31.4
54816,长清,山东,116.8,36.52,98.9
54817,台前,河南,115.87,35.98,42.1
54818,平阴,山东,116.42,36.25,79.9
54819,肥城,山东,116.8,36.18,113.6
54820,邱县,河北,115.17,36.82,39.0
54821,济阳,山东,117.2,37.0,20.4
54822,邹平,山东,117.73,36.87,47.4
54823,济南,山东,117.0,36.6,170.3
54824,淄川,山东,117.95,36.63,95.0
54825,博山,山东,117.85,36.52,189.7
54826,泰山,山东,117.1,36.25,1533.7
54827,泰安,山东,117.15,36.17,128.6
54828,莱芜,山东,117.68,36.23,229.3
54829,周村,山东,117.87,36.77,85.7
54830,淄博,山东,117.93,36.82,34.4
54831,青州,山东,118.5,36.65,102.5
54832,寿光,山东,118.73,36.88,23.4
54833,桓台,山东,118.08,36.97,15.1
54834,临淄,山东,118.28,36.87,46.3
54835,临朐,山东,118.55,36.5,149.5
54836,沂源,山东,118.17,36.18,305.1
54837,昌乐,山东,118.83,36.68,78.8
54841,昌邑,山东,119.42,36.87,23.5
54842,平度,山东,119.95,36.77,62.2
54843,潍坊,山东,119.2,36.75,22.2
54844,安丘,山东,119.18,36.42,62.7
54846,高密,山东,119.75,36.38,51.5
54848,诸城,山东,119.48,35.97,109.0
54849,胶州,山东,120.03,36.22,84.4
54851,莱西,山东,120.57,36.9,76.9
54852,莱阳,山东,120.72,36.97,41.6
54853,崂山,山东,120.42,36.17,54.0
54855,即墨,山东,120.47,36.38,47.8
54857,青岛,山东,120.33,36.07,76.0
54861,乳山,山东,121.53,36.93,45.4
54863,海阳,山东,121.18,36.78,40.9
54871,石岛,山东,122.48,36.93,9.8
54900,濮阳,河南,115.02,35.7,53.7
54901,南乐,河南,115.17,36.08,47.5
54902,清丰,河南,115.12,35.9,49.3
54903,范县,河南,115.48,35.85,46.0
54904,鄄城,山东,115.52,35.58,50.1
54905,郓城,山东,115.93,35.58,46.2
54906,菏泽,山东,115.42,35.25,50.7
54907,鱼台,山东,116.65,34.98,34.3
54908,东明,山东,115.1,35.27,57.3
54909,定陶,山东,115.52,35.08,51.5
54910,梁山,山东,116.05,35.82,40.9
54911,东平,山东,116.45,35.93,44.0
54912,汶上,山东,116.5,35.77,41.8
54913,宁阳,山东,116.82,35.75,62.2
54914,巨野,山东,116.08,35.42,40.6
54915,济宁,山东,116.6,35.43,33.3
54916,兖州,山东,116.85,35.57,51.7
54917,金乡,山东,116.32,35.1,35.8
54918,曲阜,山东,116.97,35.6,62.3
54919,邹城,山东,116.98,35.42,88.7
54920,泗水,山东,117.28,35.65,110.4
54921,嘉祥,山东,116.33,35.42,38.1
54922,新泰,山东,117.78,35.88,206.0
54923,蒙阴,山东,117.93,35.72,202.2
54925,平邑,山东,117.63,35.52,161.2
54927,滕州,山东,117.2,35.1,74.9
54929,费县,山东,117.97,35.27,121.2
54932,沂水,山东,118.65,35.77,186.7
54935,沂南,山东,118.43,35.53,119.4
54936,莒县,山东,118.83,35.57,107.4
54938,临沂,山东,118.4,35.05,124.0
54939,莒南,山东,118.82,35.17,113.8
54940,五莲,山东,119.2,35.75,148.2
54943,黄岛,山东,120.0,35.88,10.4
54945,日照,山东,119.53,35.43,64.4
55228,狮泉河,西藏,80.08,32.5,4278.6
55248,改则,西藏,84.42,32.15,4414.9
55279,班戈,西藏,90.02,31.38,4700.0
55294,安多,西藏,91.1,32.35,4800.0
55299,那曲,西藏,92.07,31.48,4507.0
55437,普兰,西藏,81.25,30.28,3900.0
55472,申扎,西藏,88.63,30.95,4672.0
55493,当雄,西藏,91.1,30.48,4200.0
55569,拉孜,西藏,87.6,29.08,4000.0
55572,南木林,西藏,89.1,29.68,4000.0
55578,日喀则,西藏,88.88,29.25,3836.0
55585,尼木,西藏,90.17,29.43,3807.3
55589,贡嘎,西藏,90.98,29.3,3555.3
55591,拉萨,西藏,91.13,29.67,3648.9
55593,墨竹工卡,西藏,91.73,29.85,3804.3
55597,琼结,西藏,91.68,29.03,3740.0
55598,泽当,西藏,91.77,29.25,3560.0
55655,聂拉木,西藏,85.97,28.18,3810.0
55664,定日,西藏,87.08,28.63,4300.0
55680,江孜,西藏,89.6,28.92,4040.0
55681,浪卡子,西藏,90.4,28.97,4431.7
55690,错那,西藏,91.95,27.98,4280.3
55696,隆子,西藏,92.47,28.42,3860.0
55773,帕里,西藏,89.08,27.73,4300.0
56004,沱沱河,青海,92.43,34.22,4533.1
56016,治多,青海,95.62,33.85,4179.1
56018,杂多,青海,95.28,32.88,4066.4
56021,曲麻莱,青海,95.8,34.12,4175.0
56029,玉树,青海,97.0,33.0,3716.9
56033,玛多,青海,98.22,34.92,4272.3
56034,清水河,青海,97.13,33.8,4415.4
56038,石渠,四川,98.1,32.98,4200.0
56043,玛沁,青海,100.23,34.48,3719.0
56045,甘德,青海,99.9,33.97,4050.0
56046,达日,青海,99.65,33.75,3967.5
56065,河南,青海,101.6,34.73,3500.0
56067,久治,青海,101.48,33.43,3628.5
56071,碌曲,甘肃,102.5,34.58,3190.6
56074,玛曲,甘肃,102.08,34.0,3471.4
56079,若尔盖,四川,102.97,33.58,3441.4
56080,合作,甘肃,102.9,35.0,2909.4
56081,临潭,甘肃,103.35,34.7,2810.2
56082,卓尼,甘肃,103.5,34.58,2592.1
56084,迭部,甘肃,103.23,34.07,2374.2
56091,漳县,甘肃,104.47,34.85,1883.3
56092,陇西,甘肃,104.65,35.0,1728.2
56093,岷县,甘肃,104.02,34.43,2315.0
56094,舟曲,甘肃,104.37,33.78,1329.3
56095,宕昌,甘肃,104.38,34.03,1753.2
56096,武都,甘肃,104.92,33.4,1079.1
56097,九寨沟,四川,104.23,33.27,1440.5
56106,索县,西藏,93.78,31.88,4022.8
56109,比如,西藏,93.78,31.48,3940.0
56116,丁青,西藏,95.6,31.42,3873.1
56125,囊谦,青海,96.47,32.2,3643.7
56128,类乌齐,西藏,96.6,31.22,3810.0
56137,昌都,西藏,97.17,31.15,3315.0
56144,德格,四川,98.58,31.8,3184.0
56146,甘孜,四川,100.0,31.62,3393.5
56147,白玉,四川,98.83,31.22,3260.0
56151,班玛,青海,100.75,32.93,3530.0
56152,色达,四川,100.33,32.28,3893.9
56158,炉霍,四川,100.67,31.4,3250.0
56164,壤塘,四川,100.98,32.27,3292.9
56167,道孚,四川,101.12,30.97,3008.6
56168,金川,四川,102.07,31.48,2168.9
56171,阿坝,四川,101.7,32.9,3275.1
56172,马尔康,四川,102.23,31.9,2664.4
56173,红原,四川,102.55,32.8,3491.6
56178,小金,四川,102.35,31.0,2438.0
56180,茂县,四川,103.85,31.68,1590.1
56181,崇州,四川,103.7,30.68,541.7
56182,松潘,四川,103.57,32.65,2881.3
56183,汶川,四川,103.58,31.47,1370.1
56184,理县,四川,103.17,31.43,1896.7
56185,黑水,四川,102.98,32.08,2400.1
56186,绵竹,四川,104.2,31.33,589.0
56187,温江,四川,103.87,30.75,547.7
56188,都江堰,四川,103.67,31.0,689.1
56189,彭州,四川,103.93,30.98,581.7
56190,安州,四川,104.55,31.55,519.4
56192,文县,甘肃,104.67,32.95,1014.3
56193,平武,四川,104.52,32.42,893.2
56194,北川,四川,104.45,31.63,597.2
56195,江油,四川,104.73,31.8,543.1
56196,绵阳,四川,104.73,31.45,522.7
56197,什邡,四川,104.17,31.15,535.7
56198,德阳,四川,104.5,31.32,525.7
56199,中江,四川,104.68,31.03,459.6
56202,嘉黎,西藏,93.28,30.67,4488.8
56223,洛隆,西藏,95.83,30.75,3640.0
56227,波密,西藏,95.77,29.87,2736.0
56228,八宿,西藏,96.92,30.05,3454.0
56247,巴塘,四川,99.1,30.0,2589.2
56251,新龙,四川,100.32,30.93,3000.0
56257,理塘,四川,100.27,30.0,3948.9
56263,丹巴,四川,101.88,30.88,1949.7
56267,雅江,四川,101.02,30.03,2600.9
56272,郫都,四川,103.88,30.82,558.5
56273,宝兴,四川,102.82,30.38,1022.0
56276,新津,四川,103.82,30.45,467.0
56278,天全,四川,102.78,30.07,818.7
56279,芦山,四川,102.93,30.15,744.1
56280,名山,四川,103.12,30.08,691.3
56281,蒲江,四川,103.48,30.2,578.4
56284,邛崃,四川,103.48,30.42,518.5
56285,大邑,四川,103.52,30.6,544.7
56286,龙泉驿,四川,104.25,30.55,505.3
56287,雅安,四川,103.0,29.98,627.6
56288,双流,四川,103.92,30.58,494.6
56289,彭山,四川,103.87,30.2,437.0
56290,新都,四川,104.18,30.78,514.5
56291,广汉,四川,104.3,30.97,468.0
56295,简阳,四川,104.55,30.38,448.5
56296,金堂,四川,104.43,30.85,493.5
56297,仁寿,四川,104.15,30.02,435.4
56298,资阳,四川,104.6,30.13,417.0
56307,加查,西藏,92.58,29.15,3260.0
56312,林芝,西藏,94.33,29.67,2991.8
56317,米林,西藏,94.22,29.22,2950.0
56319,墨脱,西藏,95.33,29.34,952.0
56331,左贡,西藏,97.83,29.67,3780.0
56342,芒康,西藏,98.6,29.68,3846.0
56357,稻城,四川,100.3,29.05,3727.7
56371,泸定,四川,102.23,29.92,1403.2
56373,荥经,四川,102.85,29.78,797.5
56374,康定,四川,101.97,30.05,2615.7
56376,汉源,四川,102.63,29.35,1098.0
56378,石棉,四川,102.35,29.23,890.7
56380,洪雅,四川,103.35,29.88,571.2
56381,丹棱,四川,103.52,30.02,630.2
56382,夹江,四川,103.6,29.73,475.0
56383,青神,四川,103.87,29.83,455.2
56384,峨眉,四川,103.48,29.6,423.5
56385,峨眉山,四川,103.33,29.52,3069.9
56386,乐山,四川,103.75,29.57,424.2
56387,峨边,四川,103.27,29.23,642.2
56388,五通桥,四川,103.82,29.41,421.0
56389,犍为,四川,103.95,29.2,387.6
56390,井研,四川,104.07,29.67,404.4
56391,眉山,四川,103.82,30.08,415.4
56393,资中,四川,104.85,29.77,369.4
56394,荣县,四川,104.43,29.45,384.1
56395,威远,四川,104.67,29.52,351.1
56396,自贡,四川,104.77,29.35,352.6
56399,富顺,四川,104.98,29.18,306.2
56434,察隅,西藏,97.47,28.65,2366.0
56441,得荣,四川,99.28,28.72,2422.9
56443,乡城,四川,99.8,28.93,2842.0
56444,德钦,云南,98.92,28.48,3319.0
56449,朱张,云南,99.73,28.02,3554.2
56459,木里,四川,101.27,27.93,2426.5
56462,九龙,四川,101.5,29.0,2925.0
56473,甘洛,四川,102.77,28.95,1060.3
56474,冕宁,四川,102.17,28.55,1774.0
56475,越西,四川,102.52,28.65,1659.5
56478,喜德,四川,102.43,28.3,1818.1
56479,昭觉,四川,102.85,28.0,2132.4
56480,马边,四川,103.53,28.82,564.1
56483,绥江,云南,103.95,28.6,496.6
56485,雷波,四川,103.58,28.27,1255.8
56487,美姑,四川,103.13,28.33,1943.9
56489,永善,云南,103.63,28.23,975.6
56490,沐川,四川,103.9,28.95,424.0
